,sentence,start,end
43,Watch live as Hillary takes the stage in Brooklyn → https://t.co/zT8EJNcBoc,4543,4618
44,"So proud of you, Mom &amp; grateful little girls can grow up knowing they can run for president https://t.co/jgM7RbUAKQ",4619,4738
45,Ready. https://t.co/y6qupOwX9K,4739,4769
46,"Thanks to you, we made history tonight. Celebrate with a free magnet: https://t.co/87M0j1zqrg",4770,4863
47,"Tonight's only possible because millions of organizers, volunteers, and donors fought for this campaign. Thank you. https://t.co/UiFAGLR7Sf",4864,5003
48,"Tonight, we can say with pride that, in America, there is no barrier too great and no ceiling too high to break. https://t.co/7vbGPJe543",5004,5140
49,"To every little girl who dreams big: Yes, you can be anything you want—even president. Tonight is for you. -H https://t.co/jq7fKlfwGV",5141,5274
50,Let's build an America that respects and embraces the potential of every last one of us. https://t.co/q9iPKDnnpI,5275,5387
51,"""Although we weren't able to shatter that highest, hardest glass ceiling...it's got about 18 million cracks in it."" https://t.co/cfLG7O1hwk",5388,5527
52,Eight years ago today. https://t.co/ZAHXdKbgHV,5528,5574
53,Hoy es tu día de votar por Hillary. RT esto y déjale saber a tus amigos: #EstoyConElla https://t.co/YMh9aZEgDX,5575,5685
54,"CA, MT, NJ, NM, ND, and SD, it's your day to head to the polls. RT this if you’re voting for Hillary. https://t.co/nu3VCKSuBz",5686,5811
55,"WATCH: @NancyPelosi tells @GMA she voted for @HillaryClinton in the #CAPrimary and is ""proud to endorse her"" https://t.co/ETTi85qA8Z",5812,5944
56,RT if you're ready to make history. https://t.co/1Pr9e5y5Bh,5945,6004
57,"Estamos al borde de un momento histórico, pero todavía tenemos trabajo que hacer. Sigamos luchando por cada voto: https://t.co/Z9i6JSIBRV",6005,6142
58,"Happy birthday to a friend and mentor, Marian Wright Edelman. Your example of service inspires us all. https://t.co/waeHmuLkCi",6143,6269
59,"To everyone who's worked so hard, thank you. Let's go win this thing. https://t.co/T6ou2Znh9D",6270,6363
60,What she said.👇🏼 Let’s have a great turnout tomorrow! https://t.co/c76EUt3RZA,6364,6441
61,Let's finish this primary strong and head into the general election together: https://t.co/3DyAZfFyoi,6442,6543
62,"We are on the brink of a historic moment, but we still have work to do. Let's keep fighting for every vote: https://t.co/tDsxrpu6EO",6544,6675
63,"We’re flattered, @AP, but we've got primaries to win. CA, MT, NM, ND, NJ, SD, vote tomorrow! https://t.co/8t3GpZqc1U",6676,6792
64,Trump is intensifying his bigoted attacks on Judge Curiel's Latino heritage—and belittling his staff in the process: https://t.co/EHtmg53jyI,6793,6933
65,Recuerda apoyar a Hillary mañana con tu voto. RT esto y déjale saber a tus amigos: #EstoyConElla https://t.co/hwloJN71uf,6934,7054
66,"I’ve taken over @HillaryClinton's Snapchat, encouraging voters to support her in the CA primary. Add: https://t.co/ay8QEUyrwn",7055,7180
67,There's only one candidate who can step into the Oval Office and lead on day one. https://t.co/gJkxN4pbvF https://t.co/cV75J39V7T,7181,7310
68,"""Nobody's going to be left in this country that he's exempted from insults."" —Hillary on Trump in California: https://t.co/M66GAOEeal",7311,7444
69,"33,000 people die from gun violence each year. We can save a lot of these lives. https://t.co/5HjNZxPvZ1",7445,7549
70,"""Hillary Clinton is the better candidate to take on Trump"" —@latimes https://t.co/0OmE5v8IK7",7550,7642
71,"72 years after #DDay, let's not just eulogize the brave men who gave their lives. Let's honor them by defending the values they fought for.",7643,7782
72,Donald Trump should come out of the towers he names after himself and actually talk and listen to people. https://t.co/PmWTePt3C0,7783,7912
73,".@realdonaldtrump's bigoted comments about a Latino judge are so disgusting, even other Republicans are offended. https://t.co/3CEBq2jsDh",7913,8050
74,We just won Puerto Rico! ¡Gracias a la Isla del Encanto por esta victoria! https://t.co/D2szaqU3fS,8051,8149
75,"""We must stand against hate wherever it rears its ugly head."" —Hillary in 2000 https://t.co/qyhdZysMmH",8150,8252
76,"As we begin Ramadan, I wish all Muslims a blessed time of reflection, family, and good health. Ramadan Mubarak. -H",8253,8367
77,The president's job is to take care of our men and women in uniform—while they serve and when they come home. https://t.co/gPhnoWzS63,8368,8501
78,A preview of President @realDonaldTrump that proves we can’t let him anywhere near the Situation Room. https://t.co/iCrVAYDNB0,8502,8628
79,Urnas en Puerto Rico cierran a las 3pm. Si llegas a la fila en o antes de las 3pm tienes el derecho a votar. No te salgas.,8629,8751
80,"""Two years ago, my son was killed by a mass shooter. I’ve never spoken about it publicly until now."" —Caryn Michaels https://t.co/2GrJCLXhmW",8752,8892
81,¡Puerto Rico! Hoy es tu día de ir a votar por Hillary. Comparte esto y déjale saber a tus amigos: #EstoyConElla. https://t.co/0hjWISk8uR,8893,9029
82,These California ESL students are using Hillary's 1995 speech in Beijing to learn English. https://t.co/5n6aJT9myq,9030,9144
83,BREAKING: Clinton is projected winner in U.S. Virgin Islands Dem caucus https://t.co/Z6k6ICrFl7 #Decision2016 https://t.co/ILxoM3MGHL,9145,9278
84,"This is what Democrats united to beat @realDonaldTrump look like. Get ready, Donald – we're coming. https://t.co/p8dFtvr9NV",9279,9402
85,It'd be all too easy for Trump to roll back the progress we've made on LGBT rights. We can't give him the chance. https://t.co/9KytRrhikA,9403,9540
86,Increíble. https://t.co/PmerodqGzQ,9541,9575
87,It's time to judge Donald Trump by his words and his deeds. And they make him unfit to be President of the United States.,9576,9697
88,"In America, it doesn’t matter where your parents were born or what color your skin is. We should be judged by words and deeds—not our race.",9698,9837
89,Donald Trump’s not just wrong about Judge Curiel—he’s wrong about America. He’s wrong about what makes this country great.,9838,9960
90,"""Judge Curiel is as much of an American as I am, and he's as much of an American as Donald Trump is."" —Hillary",9961,10071
91,Trump said the judge presiding over a lawsuit against Trump U. should be disqualified from his job because of his “Mexican heritage.”,10072,10205
92,"Muhammad Ali really was The Greatest—unmatched not just in power and skill, but also in courage and conscience. Thinking of his family. -H",10206,10344
93,"This week, we saw the REAL @realDonaldTrump. Which story appalled you the most?",10345,10424
94,"Lying about veterans, his business, and his own words—and that wasn't even the worst thing Trump said this week. https://t.co/YOylTGp1tb",10425,10561
95,El emocionante momento cuando @lorellapraeli pudo votar por primera vez. ¡Felicitaciones! https://t.co/w2lQc1tg9o,10562,10675
96,.@lorellapraeli: HFA staffer. DREAMer. U.S. citizen. First time voter. https://t.co/zrTYJyvm5P,10676,10770
97,Muslims and Mexican immigrants serve with distinction in the U.S. military. Trump could learn something about being an American from them.,10771,10909
98,Trump no tiene el derecho de definir quién es y no es parte de este país. Nos definen los valores—no la intolerancia.,10910,11027
99,"America is a country of diverse beliefs and heritages. That makes us strong, regardless of what Donald thinks. https://t.co/Nbyd4zSuyY",11028,11162
100,"When Trump insults Muslims or immigrants, he should remember that Muslims and immigrants serve in our armed forces. https://t.co/EkShqvbssC",11163,11302
101,Hillary Clinton is the better candidate to take on Trump https://t.co/vcHZmIjmgg https://t.co/hIf3ep3HMY,11303,11407
102,".@realDonaldTrump's ""ideas"" are really just a series of bizarre rants, personal feuds, and outright lies. https://t.co/qmyGDuwRZC",11408,11537
103,"Q: ""Saying [a judge] can't do his job because of his race—is that not the definition of racism?"" Trump: ""No."" https://t.co/IWNshV7XMc",11538,11671
104,Trump is attacking a judge based on his heritage because Trump thinks *he's* the victim of bias here. https://t.co/gMxiQIpye4,11672,11797
105,It’s not hard to imagine @realDonaldTrump leading us into a war just because somebody got under his very thin skin. https://t.co/2NLg1HtvVD,11798,11937
106,Let's create jobs by making the boldest infrastructure investments since we built the interstate highway system. https://t.co/az4HVDSeM2,11938,12074
107,".@maddow: ""She's not caricaturing Donald Trump...she's just quoting him directly, and that's deadly."" https://t.co/pGzHEat82l",12075,12200
108,Hillary schooled Donald Trump on foreign policy yesterday. Miss the speech? Catch up on some of the highlights: https://t.co/KSrFV7MnfG,12201,12336
109,"No, Donald. Esto no es un “conflicto de interés”—el problema eres tú. https://t.co/T9jJ1QdAWL",12337,12430
110,"Every time Trump loses his temper, imagine him in the Situation Room making life-or-death decisions on our behalf. https://t.co/OjL116AV74",12431,12569
111,The choice is clear: Hillary Clinton is the only candidate who consistently stands with gun safety. #ImWithHer https://t.co/tRcGX529cu,12570,12704
112,"We can never let Republicans cut or privatize Social Security—we should protect and expand it. Thanks, @POTUS. https://t.co/eIXIQsm8Pt",12705,12839
113,We will never be silenced or intimidated by the gun lobby. Honored to have @Everytown &amp; @MomsDemand's support. -H https://t.co/R13G7fkffd,12840,12981
114,You literally said all those things. https://t.co/6VX5AfR7gL https://t.co/U8LfWdPU7x,12982,13066
115,"Donald Trump's foreign policy team: one ""very good brain"" with very thin skin. https://t.co/ctG62mBG9k",13067,13169
116,Recordatorio para Mr. Trump. https://t.co/d1boHQIp6X,13170,13222
117,"Some of the (many, many) reasons Donald Trump isn't fit to be Commander-in-Chief. https://t.co/YeEx2FZwjm",13223,13328
118,"Donald Trump's foreign policy is already making Americans less safe, and he's not even president (yet). https://t.co/JTuxfXlZl8",13329,13456
119,Abusive payday lenders have preyed on Americans for too long. @CFPB's new rule will protect families; the next president should do the same.,13457,13597
120,"Donald Trump has never negotiated a ceasefire, but he can throw a mean pageant! https://t.co/VjJzA6AdEi",13598,13701
121,✔ Supports nuclear proliferation ✔ Alienates our allies ✔ Cozies up to dictators Trump's foreign policy is...chaos. https://t.co/Sx9s6Nj5uT,13702,13841
122,"If we aren't doing everything we can to prevent #GunViolence, then we're not doing nearly enough. https://t.co/YoAwfP0Rnk",13842,13963
123,What happens to the moral example we set—for the world and for our own children—if our president engages in bigotry? https://t.co/EkShquTR42,13964,14104
124,Donald Trump is not someone who should ever have the nuclear codes. https://t.co/2NLg1HbUx3,14105,14196
125,Don’t let anyone tell you that America isn’t great. Donald Trump’s got America all wrong.,14197,14286
126,"Imagine if he had not just his Twitter account at his disposal when he’s angry, but America’s entire arsenal. https://t.co/e7M2CV3sj6",14287,14420
127,"The tools Donald Trump brings to the table—bragging, mocking, composing nasty tweets—won’t do the trick.",14421,14525
128,America’s network of allies is part of what makes us exceptional. And our allies deliver for us every day.,14526,14632
129,"We’re not a country that cowers behind walls. We lead with purpose, and we prevail. https://t.co/KxKmbO3vL5",14633,14740
130,We cannot put the security of our children and grandchildren in Donald Trump’s hands. We cannot let him roll the dice with America.,14741,14872
131,Trump isn’t just incoherent; he’s dangerous. He’s not just unprepared; he’s temperamentally unfit to be Commander-in-Chief.,14873,14996
132,Watch now: Hillary on why America—and the world—can't afford Trump as Commander-in-Chief → https://t.co/U4YoA58DhR https://t.co/icQmlfrRgz,14997,15135
133,"Important news. Many thanks to @WhiteHouse, @TheWCS &amp; all who played a role in this accomplishment #SaveElephants https://t.co/4389xR7kCu",15136,15277
134,There's only one word for Trump's approach to foreign policy and national security: chaos. https://t.co/Sx9s6NAGmr,15278,15392
135,"""I think Hillary will go down as one of the finest secretaries of state we've had."" –@POTUS https://t.co/louCjPXhaZ",15393,15508
136,"“It’s O.K., just max out your credit card."" —Trump University on how to pay for classes https://t.co/oz5ycvA2J1",15509,15620
137,"Here's what you need to know about Trump's ""university."" https://t.co/D5lXNmzGWP",15621,15701
138,"What the movement for LGBT equality has taught us: with courage and love, there's nothing we can't do. Happy Pride Month. Let's fight on.",15702,15839
139,"June is Nat'l Caribbean-American Heritage Month, recognizing the richness of #Caribbean culture &amp; strong connections that mend us together.",15840,15983
140,Trump University was a vehicle for @realDonaldTrump to exploit vulnerable Americans for his own gain. https://t.co/9P4GR2Gfog,15984,16109
141,"Trump University students entrusted Trump with their futures, and he scammed them. He'd do the same to our country. https://t.co/fYjE6dkoVg",16110,16249
142,"As we celebrate 100 years of the @NatlParkService, Hillary has a plan to preserve America's 'best idea.'https://t.co/gqVXRZTiji",16250,16377
143,Trump himself is a fraud. He's trying to scam America the way he scammed all those people at Trump University. https://t.co/yMt4mGLwYO,16378,16512
144,FACT: Trump University identified those most vulnerable and then targeted them with predatory marketing tactics. https://t.co/xDeDI1KqOr,16513,16649
145,The Trump University con says a lot about Trump. If you can't trust him with your personal finances—how can we trust him with our country?,16650,16788
146,"Trump's candidacy is built on his business ""credibility."" But his business record matches his character: His only concern is his own profit.",16789,16929
147,It's one thing to sell steaks using a name as a marketing ploy. Trump's company intentionally put people at risk. https://t.co/5F4siYeO8p,16930,17067
148,Trump University employed instructors with no experience and lied to sell outrageously expensive packages. In a word: fraud.,17068,17192
149,"Another Trump University practice, according to its own employees: target struggling families to fleece them. https://t.co/VUH18SpBlD",17193,17326
150,"Some of Trump University's tactics: push people to take on debt, cash out retirement, max out credit cards—whatever it took to buy classes.",17327,17466
151,"The gist: Trump's for-profit university deceived &amp; exploited students to take their money. And he has the gall to call the media ""sleazy.""",17467,17609
152,"New documents confirm Trump ""University"" was a scam that preyed on families to make money. Caution—may cause nausea. https://t.co/d2qYRLKsou",17610,17750
153,"Here's what I know. Donald Trump is a phony, a fraud. His promises are as worthless as a degree from Trump University. (1/2)",17751,17875
154,The actions of Trump University employees to prey on the poor and naive are just completely repulsive. https://t.co/Cfqp60r4U5,17876,18002
155,"Trump U is devastating because it's metaphor for his whole campaign: promising hardworking Americans way to get ahead, but all based on lies",18003,18143
156,"Trump University's own employees described it as a ""scam.” https://t.co/xDeDI1sPpR https://t.co/qA2MtslUVs",18144,18250
157,Trump University was a fraudulent scheme used to prey upon those who could least afford it. https://t.co/oz5ycvA2J1 https://t.co/9ue4nVEdwt,18251,18390
158,"A takedown of Trump's ""stunningly misguided"" views on the Paris climate deal, from the guy who negotiated it. https://t.co/6NO8Z2ovHJ",18391,18524
159,"""Hillary Clinton, with her long experience ... will be prepared to lead our country on day one."" —@JerryBrownGov: https://t.co/NDAUs6a8bp",18525,18662
160,You never know what you'll see at a Hillary rally. https://t.co/lDJ8DSSdaU,18663,18737
161,Taking care of our veterans is part of our solemn duty as Americans: https://t.co/cteQMGWzpE https://t.co/WsnW9E811n,18738,18854
162,Hillary knows she'd make history as the first woman president—and that it's about much more: https://t.co/cglSFee6xp https://t.co/N9eYf67a4R,18855,18995
163,First: the @latimes. Now: @JerryBrownGov. Here's why Californians are voting for Hillary on June 7. https://t.co/KptrHYFvGA,18996,19119
164,"""The future is at stake. And that’s why we’re with her."" —@NRDC_AF on its first-ever presidential endorsement https://t.co/tH4uO2YpcA",19120,19253
165,Aspiring Commander-in-Chief @realDonaldTrump has some ideas about prisoners of war. (He’s not a big fan). https://t.co/mlPjVYVXrY,19254,19383
166,Our service members and their families deserve more than empty words. Let's give them the support they need: https://t.co/7NzkmK4wfE,19384,19516
167,"“I like people that weren’t captured, ok?” Trump has something to say about prisoners of war. https://t.co/sbMCyxVfRo",19517,19634
168,"""I want to be sure that it is Hillary Clinton who takes the oath of office, not Donald Trump."" — @JerryBrownGov: https://t.co/NDAUs6a8bp",19635,19771
169,Not quite! You got bad publicity for scamming vets and then lying about it. But close! https://t.co/nLVEa6sNfC,19772,19882
170,.@realDonaldTrump doesn't like prisoners of war—but he wants to be your Commander-in-Chief. https://t.co/Xuk3OOcvIB,19883,19998
171,Millions around the world are forced into human trafficking. We can't rest until they're free. https://t.co/tOAvVYe46t #UnderstandSlavery,19999,20136
172,Major environmental group makes first ever endorsement of Hillary Clinton https://t.co/wWfuVVuuFy,20137,20234
173,10 never-before-seen photos of Hillary from the trail in 1992. https://t.co/tUjR0vzXOq,20235,20321
174,"Not only does Trump deny climate change, he's now denying that the drought in California is even happening. What? https://t.co/ebnTlWZqLD",20322,20459
175,Gold Star families like Betsy’s have paid the ultimate price for our freedom. They deserve our eternal thanks. https://t.co/tvrREJWXYX,20460,20594
176,"Our fallen heroes deserve our profound gratitude for giving their lives to protect our freedom, today and every day. #MemorialDay -H",20595,20727
177,The Adoption and Safe Families Act helped thousands of kids find loving families—including this one. https://t.co/jnKtaTLjeL,20728,20852
178,El mantra de Trump: Beneficiarse sin importar a los demás. https://t.co/eeg6hnAJzz,20853,20935
179,Our most important task is making sure we give our kids a better life. That's the promise of America. https://t.co/msyv7VWlH3,20936,21061
180,Watch Hillary wonk out with a nurse in New Jersey over solving one of the world's most serious problems. https://t.co/0Ej6gaWzIf,21062,21190
181,Disgusting. https://t.co/A8Hm24ZT1H,21191,21226
182,Some on the other side may say our best days are behind us. Let's prove them wrong. https://t.co/wiWY8WUVIh,21227,21334
183,"""Pregnancy is...certainly an inconvenience for a business."" —Donald Trump Here's Hillary's take → https://t.co/eu2I0JrxSV",21335,21456
184,"Donald Trump thinks workplace pregnancy is an ""inconvenience"" to businesses. (He could be your next president.) https://t.co/LmUZI1J8KQ",21457,21592
185,"From ripping off veterans to demeaning women, Trump spent the week insulting just about everyone: https://t.co/RubNk8j7c2",21593,21714
186,Donald Trump thinks climate change is a “hoax.” President Trump would destroy our ability to combat it. https://t.co/8TeARR4FUL,21715,21842
187,"$25 billion could pay for: 1,500 new schools. Clean energy to power 5 million homes. or... Trump's wall: https://t.co/GmVfH0zR1D",21843,21971
188,"If fighting for equal pay, paid leave and affordable child care is playing the ""woman card,"" well... https://t.co/qRe981zv25",21972,22096
189,1 de cada 4 personas en Puerto Rico podría contraer el Zika este año. Esto es lo que podemos hacer para combatirlo. https://t.co/ME7fj2Miqr,22097,22236
190,The first in a new series: a message from your potential next president—on pregnancy. https://t.co/LmUZI20JCo,22237,22346
191,"""I don't think a nation can be great that turns its back on the poor and the unfortunate."" —Hillary in 1994 #TBT https://t.co/uPmFv2osrB",22347,22483
192,"What we need: bridges, schools, a clean energy grid. What Trump wants: a wall. https://t.co/v61oYTyycJ https://t.co/QdFDJizLHj",22484,22610
193,Couldn't agree more. https://t.co/gfk8NWAhIY,22611,22655
194,"Because climate change has one major impact that, for Trump, is awkwardly personal... https://t.co/yckm2FtxBl",22656,22765
195,"Donald Trump says he ""cherishes women."" Just not if they're working and pregnant. https://t.co/sd9KHSvQlO https://t.co/MQeMLNtuNG",22766,22895
196,Brian Williams says all you need to know about the GOP nominee for president. https://t.co/yoOoljRtau,22896,22997
197,"Born on this day in 1951, Dr. Sally Ride was the first American woman &amp; first LGBT astronaut in space. #SallyRideDay https://t.co/N0ckF5Ew7x",22998,23142
198,"La única forma de enfrentar a un ""bully"" es uniéndonos. Nosotros somos los únicos que podemos detener que Trump llegue a la Casa Blanca.",23143,23279
199,"“Now we know what a ‘good result’ is to Donald Trump—he gets his, and you get hurt.” —Hillary",23280,23373
200,“Donald Trump said profiting off working families getting kicked out of their homes &amp; losing their jobs would be a ‘good result.’” —Hillary,23374,23517
201,“We’ve got to do more to raise families’ incomes. We can start by raising the federal minimum wage.” —Hillary https://t.co/U3KALhOd26,23518,23651
202,Happening now: Watch Hillary speak at the @UFCW conference in Las Vegas → https://t.co/l8fXj23LdE https://t.co/5Q98sk6QGv,23652,23773
203,→ https://t.co/IQXVlI5Hs7 https://t.co/LSz3Uh3L4S,23774,23823
204,"When the economy crashed, families saw their homes foreclosed and savings disappear. Trump saw a chance to profit. https://t.co/tnngHNVqoL",23824,23962
205,"There’s nothing more important than protecting our kids. If we fail at that, it doesn’t matter what we get right. https://t.co/So40afmf4L",23963,24100
206,El muro de Trump en la frontera costaría al menos unos $25 mil millones. Lo que podríamos hacer en lugar de su plan. https://t.co/703QmdjOhi,24101,24241
207,".@realDonaldTrump, trying to profit off people losing their homes isn't the ""kind of thinking our country needs."" https://t.co/Gke82XosxI",24242,24379
208,"So, @realDonaldTrump's wall would cost $25 billion. Here's what else we could do with that money. https://t.co/LeDSdcpySI",24380,24501
209,#UAW endorses @hillaryclinton for president. https://t.co/BlOsImt7sX,24502,24570
210,"With the money Trump would waste on his wall, we could help a lot of families by building infrastructure we need. https://t.co/hvEhVhdc3W",24571,24708
211,"Getting federal contractors to disclose emissions=important step for #ActOnClimate transparency. Good move, @POTUS https://t.co/3pDL83jqdR",24709,24847
212,Donald Trump is fueling conspiracy theories out on the campaign trail. Can you imagine that in the Situation Room? https://t.co/rsXhqHxjeU,24848,24986
213,"LGBT kids are perfect the way they are. They deserve love—not harmful ""conversion therapy."" Thanks @GovPeterShumlin. https://t.co/gFVgyqxKda",24987,25127
214,The @realDonaldTrump business model: exploit anyone or anything he can to turn a quick buck. https://t.co/tRjRJXJ2x0,25128,25244
215,Excited to be back with a good friend. Watch @TheEllenShow today at 4 pm ET. https://t.co/zfdh2SVaWb,25245,25345
216,Trump's wall on the border would likely cost at least $25 billion. Some things we could do instead: https://t.co/RDbkkyVNB6,25346,25469
217,We have to build on the Affordable Care Act and continue our march toward making sure every single American has health coverage.,25470,25598
218,Donald Trump doesn't seem to actually care about making America great so much as he seems to care about making himself look great.,25599,25729
219,"We’re stronger together. When we embrace immigrants, not denigrate them. When we build bridges, not walls.",25730,25836
220,"Donald Trump has spent his career looking to turn a profit, no matter who gets hurt in the process. https://t.co/V9lKg2F44l",25837,25960
221,"Trump bet against American families in the housing crash. Now he says its the ""kind of thinking our country needs."" https://t.co/FqdpntvDDc",25961,26100
222,"Mientras 5 millones de personas perdían sus hogares, Trump esperaba enriquecerse de este desplome a costa de ellos. https://t.co/9trerS1rdR",26101,26240
223,Millions of families saw their life savings destroyed in the Great Recession. Trump saw it as a chance to cash in. https://t.co/tnngHNVqoL,26241,26379
224,.@realDonaldTrump rooted for the housing crash that caused 5 million Americans to lose their homes. https://t.co/tnngHNVqoL,26380,26503
225,"Big win for those who think we should make it easier, not harder, to vote (which really should be all of us). https://t.co/GwwHT4qopp -H",26504,26640
226,Hillary's live on @TheEllenShow's Facebook page! Watch now: https://t.co/iWfEEYZVy6 https://t.co/1ZlriB1IrI,26641,26748
227,"In Trump’s world, a “good result” means Trump gets his and working families get hurt. We're better than that.",26749,26858
228,"Trying to profit off of people losing their homes isn't the ""kind of thinking our country needs."" https://t.co/AQQ6allvIv",26859,26980
229,"We need a president who's fighting to raise incomes for all Americans, not one who tries to profit at their expense. https://t.co/8kwnvVKp9v",26981,27121
230,Donald Trump could bankrupt America like he bankrupted his companies. Let's make sure he never gets the chance: https://t.co/04t1BHwlVc,27122,27257
231,"Trump prioritizing his own gain over Americans' well-being isn't new, but it is telling: The only person he'll fight for is himself.",27258,27390
232,This wasn't an anomaly for Trump. His economic plan helps millionaires and hurts middle-class families. He'd let Wall Street run wild again.,27391,27531
233,"How cruel do you have to be to actually root for a crisis that would devastate millions of families, all to pad your own pockets?",27532,27661
234,"Millions of families—disproportionately black and Latino families—lost homes, jobs, and savings. Trump tried to profit at their expense.",27662,27798
235,"Right before the housing market crashed, @realDonaldTrump said he hoped it would happen—because he could make money off of it.",27799,27925
236,"When Trump got his wish for a housing crash, millions of Americans lost their homes. This guy can't be president. https://t.co/tnngHNVqoL",27926,28063
237,"When Donald Trump wins, you lose. https://t.co/XrgefzxQIM https://t.co/HnZ1eL8BpJ",28064,28145
238,"The 2008 crash caused millions of Americans to lose their jobs and homes. In 2006, Trump rooted for it to happen. https://t.co/tnngHNVqoL",28146,28283
239,"While American families suffered, Donald Trump tried to cash in. https://t.co/BvkHu63H1h",28284,28372
240,Millions of Americans lost jobs and homes in the 2008 crash. A man who hoped for it has no business being president. https://t.co/tnngHOd1gj,28373,28513
241,There's so much more that unites us than divides us. It's time to come together to stop Donald Trump. https://t.co/aPDfBHHCaU,28514,28639
242,We can't defeat ISIS with bigotry and bluster. https://t.co/qyQ2AR9AkH,28640,28710
243,A Donald Trump presidency would pull us backward on nearly every issue we care about. We can't let that happen. https://t.co/Ahc2uumjEI,28711,28846
244,"When we work together, nothing can stand in our way. https://t.co/BAGzA36TuQ",28847,28923
