,File Name,Candidate,Sentence,Propaganda Segment,Loaded_Language,"Name_Calling,Labeling",Repetition,"Exaggeration,Minimisation",Doubt,Appeal_to_fear-prejudice,Flag-Waving,Causal_Oversimplification,Slogans,Appeal_to_Authority,Black-and-White_Fallacy,Thought-terminating Cliches,"Whataboutism,Straw_Men,Red_Herring","Obfuscation,Intentional_Vagueness,Confusion",Num Prop,Propaganda Segments
50,DT_remarks_476.txt,DT,"""Michigan has lost more than 1 in 3 of its manufacturing jobs since the twin disasters of NAFTA and Chinas entrance into the WTO – both deals pushed by Bill Clinton and supported by Hillary Clinton."" Before NAFTA went into effect there were 280000 auto workers in Michigan",,,,,,,,,,,,1,,,,1.0,disasters
51,DT_remarks_476.txt,DT,"Today the cars are made in Mexico and you cant drink the water in Flint."" Hillary Clinton also gave us the job-killing trade deal with South Korea which has cost this country another 100000 jobs",,,,1,,,,,,,,,,,,1.0,job-killing trade deal
52,DT_remarks_476.txt,DT,"She campaigned right here in Michigan and said the Korea deal ""will hurt the us auto industry increase our trade deficit cost us good middle-class jobs and make America less competitive."" She pledged to reject the deal",,,,,,,,1,,,,,,,,1.0,"""""""will hurt the us auto industry increase our trade deficit cost us good middle-class jobs and make America less competitive."""""""
53,DT_remarks_476.txt,DT,But she lied to all of you just like she lied about her emails,,,,,,1,,,,,,,,,,1.0,"""she lied to all of you just like she lied about her emails Once installed as Secretary of State she supported it and called it a """"cutting-edge deal."""""""
54,DT_remarks_476.txt,DT,"Once installed as Secretary of State she supported it and called it a ""cutting-edge deal."" She rammed it through to adoption – she always does whatever the donors tell her to do no matter how it impacts our families schools and communities",,,,,1,,,,,,,,,,,1.0,she always does whatever the donors tell her to do no matter how it impacts our families
55,DT_remarks_476.txt,DT,Hillary Clinton is merely a vessel for the special interests trying to strip this country of its wealth its jobs and its status as a sovereign nation,,,,,,,,1,,,,,,,,1.0,Hillary Clinton is merely a vessel for the special interests trying to strip this country of its wealth its jobs and its status as a sovereign nation
56,DT_remarks_476.txt,DT,She even supports the disastrous surrender of Americas control of the internet which is happening tomorrow,,,,,,,,,,,,,,1,,1.0,disastrous surrender of Americas control of
57,DT_remarks_476.txt,DT,"Hillary Clintons website says she supports the decision to give away the internet to a ""global community of stakeholders."" Someone needs to inform Hillary Clinton its not the job of our leaders to represent a ""global community."" Its the job of our leaders to represent American citizens",,,,1,,,,,,,,,,,,3.0,"Someone needs, ""its not the job of our leaders to represent a """"global community."""""", Its the job of our leaders to represent American citizens"
58,DT_remarks_476.txt,DT,Losing control of the internet to other foreign entities is just one more way Obama-Clinton have sold out the citizens of this country,,,,,,,,1,,,,,,,,1.0,Obama-Clinton have sold out the citizens of this country Hillary Clinton is a globalist who will never protect the freedom and jobs of the American people
59,DT_remarks_476.txt,DT,Hillary Clinton is a globalist who will never protect the freedom and jobs of the American people,,,,,,,,1,,,,,,,,1.0,Clinton is a globalist who will never protect the freedom and jobs of the American people
60,DT_remarks_476.txt,DT,"Have you ever wondered why it is that all the things that the American people want never seem to happen? ""The reason for this is simple",,,,1,,,,,,,,,,,,1.0,all the things that the American people want never seem to happen
61,DT_remarks_476.txt,DT,"Its because the financial interests who control our politics and our media dont want these changes to happen."" Hillary Clinton has been there for 30 years and has never done anything for you and your family",,,,,,1,,,,,,,,,,1.0,"""Hillary Clinton has been there for 30 years and has never done anything for you and your family """""""
62,DT_remarks_476.txt,DT,"""Just look at how badly she messed up on the Iran deal",,,,,,1,,,,,,,,,,1.0,how badly she messed up
63,DT_remarks_476.txt,DT,"And just today we learned that on the same day as the hostages were released the United States signed an agreement lifting sanctions on two Iranian banks involved in financing Irans missile programs."" Hillary Clinton is there for only one reason to protect her donors and collect their money",,,,,,,,,1,,,,,,,1.0,"""Hillary Clinton is there for only one reason to protect her donors and collect their money """""""
64,DT_remarks_476.txt,DT,"Were trying to disrupt the collusion between the wealthy donors the large corporations and the media executives."" ""Theyre all part of the same corrupt political establishment",,,,1,,,,,,,,,,,,1.0,corrupt political establishment
65,DT_remarks_476.txt,DT,"And they nod along when Hillary Clinton slanders you as deplorable and irredeemable."" I call you hardworking American Patriots and together we are going to save this country",,,,2,,,,,,,,,,,,3.0,"""deplorable and irredeemable."""""", hardworking American Patriots, going to save this country Together we can accomplish anything we want"
66,DT_remarks_476.txt,DT,You have 39 days to make every dream you ever dreamed for your country come true,,,,,,,,1,,,,,,,,1.0,make every dream you ever dreamed for your country come true Do Not
67,DT_remarks_476.txt,DT,You have one magnificent chance to deliver justice for every forgotten man woman and child in this nation,,,,,,,,1,,,,,,,,1.0,one magnificent chance to deliver justice for every forgotten man woman and child
68,DT_remarks_476.txt,DT,will soon come face to face with the righteous verdict of the American voter,,,,1,,,,,,,,,,,,1.0,the righteous verdict
69,DT_remarks_476.txt,DT,On November 8th we are going to show the whole world that America is Back – Bigger and Better and Stronger than ever before,,,,,,,,1,,,,,,,,1.0,America is Back – Bigger and Better and Stronger than ever before
70,DT_remarks_476.txt,DT,Here are just some of the great things that will happen for your country: We are going to lower your taxes; eliminate every unnecessary regulation; repeal and replace job-killing Obamacare; make childcare more affordable; bring our manufacturing jobs back to Michigan; end illegal immigration; keep Radical Islamic terrorists out of our country; save the 2nd amendment; support the men and women of law enforcement; and appoint Justices to the Supreme Court who will uphold and defend the Constitution of the United States,,,,2,,,,,,,,,,,,5.0,"your country, eliminate, job-killing, Radical Islamic terrorists, our country"
71,DT_remarks_476.txt,DT,We will put new American steel into the spine of this country,,,,,,,,1,,,,,,,,1.0,the spine
72,DT_remarks_476.txt,DT,I will fight for every neglected part of this nation – and I will fight to bring us all together as Americans,,,,1,,,,,,,,,,,,1.0,Americans
73,DT_remarks_476.txt,DT,To the people of Michigan I promise you this – We will make America wealthy again,,,,1,,,,,,,,,,,,1.0,We will make America wealthy again We will make America strong again We will make America safe again And we will make America great again
74,DT_remarks_502.txt,DT,Together we are going to deliver real change that puts America First,,,,1,,,,,,,,,,,,1.0,puts America First
75,DT_remarks_502.txt,DT,We are going to renegotiate our terrible trade deals end illegal immigration stop the massive inflow of refugees reduce surging crime cut taxes and regulations lift the restrictions on American energy end common core and repeal and replace the disaster known as Obamacare,,,,1,,,,,,,,,,,,2.0,"terrible trade deals, disaster"
76,DT_remarks_502.txt,DT,We are also going to replace a failed political class that has betrayed our workers spent trillions on endless foreign wars without victory and destroyed our middle class,,,,,,,,,,,,1,,,,1.0,"""a failed political class that has betrayed our workers spent trillions on endless foreign wars without victory and destroyed our middle class """"Your jobs will come back under a Trump Administration Your incomes will go up under a Trump Administration Your taxes will go way"""
77,DT_remarks_502.txt,DT,"Your companies wont be leaving Maine under a Trump Administration."" We are going to be a rich country again",,,,1,,,,,,,,,,,,1.0,rich country
78,DT_remarks_502.txt,DT,"""Hillary speaks in secret to Goldman Sachs – her private position – then lies to you the public with her public position",,,1,,,,,,,,,,,,,2.0,"her private position, ""then lies to you the public with her public position Its all a fraud."""""""
79,DT_remarks_502.txt,DT,"Its all a fraud."" Hillary Clinton deleted 33000 emails – after a Congressional Subpoena – she lied to Congress under oath she made 13 phones disappear some with a hammer and now we learn 2 boxes of email evidence mysteriously went missing",,,,,,1,,,,,,,,,,1.0,disappear some with a hammer
80,DT_remarks_502.txt,DT,"""Hillary Clinton should have been prosecuted and gone to jail for her crimes",,,,,,1,,,,,,,,,,1.0,"""""""Hillary Clinton should have been prosecuted and gone to jail for her crimes The FBI and the Department of Justice created a fraud in allowing Hillary Clinton to get away with her terrible crimes – and I guarantee you the Clintons are laughing at"""
81,DT_remarks_502.txt,DT,"The Directors performance in Congress coupled with Bill Clintons clandestine meeting on the tarmac in the Attorney Generals airplane just prior to decision-time on Hillary – supposedly talking about golf and grandchildren – is perhaps the lowest point in those departments history."" Instead of being held accountable Hillary is running for President in what looks like a rigged election",,,,,,2,,,,,,,,,,2.0,"the lowest point, Instead of being held accountable Hillary is running for President in what looks like a rigged election The election is being rigged by corrupt media"
82,DT_remarks_502.txt,DT,This will finally be the year the American people say: Enough is Enough,,,,1,,,,,,,,,,,,1.0,American people
83,DT_remarks_502.txt,DT,"Speaking in secret to a foreign bank Hillary Clinton said her dream is for totally ""open trade and open borders."" Hillary and Bill raise millions of dollars from global interest groups who have no allegiance to this country or its workers",,,,,,,,1,,,,,,,,1.0,who have no allegiance to this country or its workers
84,DT_remarks_502.txt,DT,"By ""open trade"" she means foreign countries can cheat us out of millions of jobs and trillions of dollars",,,,,,,,,,,,1,,,,1.0,"""""""open trade"""" she means foreign countries can cheat us out of millions of jobs and trillions of dollars By """"open borders"""" she means totally unlimited immigration Either we win the election or we lose the country """"H"""
85,DT_remarks_502.txt,DT,"By ""open borders"" she means totally unlimited immigration",,,,,,,,,,,,2,,,,2.0,"""""""open borders"""""", ""totally unlimited immigration Either we win the election or we lose the country """""""
86,DT_remarks_502.txt,DT,"If Im elected President I am going to keep Radical Islamic Terrorists out of our country."" We will also stop the crisis of illegal immigration",,,1,,,,,,,,,,,,,2.0,"Radical Islamic Terrorists, ""our country."""""""
87,DT_remarks_502.txt,DT,A Trump Administration will secure and defend our borders,,,,,,,,1,,,,,,,,1.0,our borders
88,DT_remarks_502.txt,DT,In August Texas Police arrested a serial illegal immigrant rapist who had been deported five times including one 68 year-old woman with a cane who took his offer to drive her home,,,,1,,,,,,,,,,,,1.0,serial illegal immigrant rapist
89,DT_remarks_502.txt,DT,"What kind of government allows its own people to suffer such horrors? ""As Secretary of State Hillary Clinton allowed thousands of criminal aliens to be released because their home countries wouldnt take them back",,,,,,,,1,,,,,,,,1.0,What kind of government allows its own people to suffer such horrors
90,DT_remarks_502.txt,DT,"Among those she allowed to go free was a criminal alien who had previously been convicted for shooting a girl in the head – after his release he viciously murdered a young girl name Casey Chadwick."" A wall will not only keep out criminals but it will also keep out the drugs and heroin poisoning our youth",,,,1,,,,,,,,,,,,2.0,"criminal alien, viciously"
91,DT_remarks_502.txt,DT,My plan begins with a strong border includes the prosecution of drug dealers and dramatically expands access to life-saving treatments that will help people unchain themselves from this terrible addiction,,,,1,,,,,,,,,,,,1.0,terrible
92,DT_remarks_502.txt,DT,But if we are going to bring hope back to suffering Americans we must also solve our jobs crisis,,,,1,,,,,,,,,,,,1.0,suffering Americans
93,DT_remarks_502.txt,DT,At the center of our economic revival will be fixing our terrible trade deals,,,,1,,,,,,,,,,,,1.0,terrible
94,DT_remarks_502.txt,DT,We have nearly an $800 billion annual trade deficit in goods with the world and the worst so-called recovery since the Great Depression,,,,1,,,,,,,,,,,,1.0,the worst so-called recovery
95,DT_remarks_502.txt,DT,Since China entered the World Trade Organization – another Bill and Hillary-backed deal – 70000 factories have shut down or left the United States,,,1,,,,,,,,,,,,,1.0,another
96,DT_remarks_502.txt,DT,"""Thats 15 factories closing a day on average."" We are living through the greatest jobs theft in the history of the world",,,,1,,,,,,,,,,,,1.0,"""the greatest jobs theft in the history of the world """""""
97,DT_remarks_502.txt,DT,"Its the most pro-growth economic plan in American history."" We are also going to protect the right of the people of Maine to use their own land",,,,,1,,,,,,,,,,,1.0,the most pro-growth economic plan
98,DT_remarks_502.txt,DT,It is just another federal overreach that is going to do more harm than good,,,,1,,,,,,,,,,,,1.0,just another federal overreach that is going to do more harm than good Obama and Clinton dont care that this area badly needs jobs and growth
99,DT_remarks_502.txt,DT,"Americas comeback begins on November 8th."" Here are some of the amazing things we are going to do for our country starting in 2017: We are going to have the biggest tax cut since Ronald Reagan; eliminate every unnecessary regulation; defend religious liberty; reduce the cost of tuition; provide school choice to every low-income child in America; rebuild our depleted military and take care of our vets; support the men and women of law enforcement; repeal and replace Obamacare; save the 2nd amendment; and appoint Justices to the Supreme Court who will uphold and defend the Constitution of the United States",,,,2,,,,,,,,,,,,4.0,"our country, the biggest tax cut, our country, the biggest tax cut since Ronald Reagan"
100,DT_remarks_502.txt,DT,You have 24 days to make every dream you ever dreamed of for your country come true,,,,,,,,1,,,,,,,,1.0,every dream you ever dreamed of for your country
101,DT_remarks_502.txt,DT,will come face to face with the righteous verdict of the American voter,,,,1,,,,,,,,,,,,1.0,the righteous verdict of the American voter
102,DT_remarks_502.txt,DT,"Im going to fight for every mom whose lost her child to illegal immigration and drugs and gang violence."" ""Im going to fight for every worker who deserves a raise and for every community whose jobs and dreams have been ripped out and shipped to other countries."" ""Im going to fight for every person in this country who believes government should serve the people – not the donors."" ""Im going to fight for every patriotic citizen that Hillary Clinton slanders as deplorable and irredeemable – and I am going to be a President for all of our citizens."" I am going to fight to bring us together as Americans",,,,1,,,,,,,,,,,,5.0,"""gang violence."""""", ""ripped out and shipped to other countries."""""", ""every person in this country who believes government should serve the people – not the donors."""""", every patriotic citizen that Hillary Clinton slanders as deplorable and irredeemable, ""a President for all of our citizens."""""""
103,DT_remarks_502.txt,DT,Imagine what our country could accomplish if we started working together as One People under One God saluting One American Flag,,,,,,,,1,,,,,,,,1.0,"""under One God saluting One American Flag """""""
104,DT_remarks_502.txt,DT,"Youre going to look back at this election and say this is by far the most important vote youve ever cast for anyone at any time."" Once again we are going to have a government of by and for the people",,,,,1,,,,,,,,,,,2.0,"by far the most important vote, a government of by and for the people We will make America wealthy again We will make America powerful again We will make America strong"
105,DT_remarks_502.txt,DT,We will make America wealthy again,,,,1,,,,,,,,,,,,1.0,We will make America wealthy again We will make America powerful again We will make America strong again We will make America safe again And we will make America great again
106,DT_remarks_516.txt,DT,"We are a very divided nation.n"" ""Im not a politician and have never wanted to be a politician believe me",,,,,,,,1,,,,,,,,1.0,"""very divided nation.n"""""""
107,DT_remarks_516.txt,DT,"But when I saw the trouble our country was in I knew I couldnt stand by and watch any longer.n"" Our country has been so good to me",,,,1,,,,,,,,,,,,1.0,Our country has been so good to me
108,DT_remarks_516.txt,DT,"Ive been a major part of it.n"" ""I know how the game works in Washington and on Wall Street and I know how theyve rigged the rules of the game against everyday Americans",,,,1,,,,,,,,,,,,1.0,everyday Americans
109,DT_remarks_516.txt,DT,"45 million Americans are on food stamps and 47 million are living in poverty.n"" We have failed our inner cities and in so doing have failed our African-American and Hispanic communities.n ""Weve misguided military adventures overseas and wars that go on forever that just cannot be won by the people that are doing it now",,,,,,,,1,,,,,,,,1.0,"""We have failed our inner cities and in so doing have failed our African-American and Hispanic communities.n """"Weve misguided military adventures overseas and wars that go on forever that just cannot be won by the people that are doing it now They dont know how to win the wars at home.n"""""""
110,DT_remarks_516.txt,DT,"They dont know how to win the wars at home.n"" We have our great veterans dying while waiting for medical care.n Change has to come from outside our very broken system",,,,1,,,,,,,,,,,,1.0,great
111,DT_remarks_516.txt,DT,Our system is broken.n The fact that Washington and the Washington establishment has tried so hard to stop our campaign is only more proof that our campaign represents the kind of change that only arrives once-in-a-lifetime,,,,,,,,1,,,,,,,,1.0,the kind of change that only arrives once-in-a-lifetime
112,DT_remarks_516.txt,DT," n ""The system is totally rigged and broken",,,,,,,,1,,,,,,,,1.0,"""""""The system is totally rigged"""
113,DT_remarks_516.txt,DT,"Also then there is the deletion of at least 33000 emails after receiving a subpoena from the United States Congress thats after receiving the subpoena as an example.n"" It was announced this week that the highly-respected four-star general James Cartwright maybe sentenced to up to five years in prison with a massive fine for lying on one occasion to the FBI",,,,,,,,1,,,,,,,,1.0,highly-respected
114,DT_remarks_516.txt,DT,He said he did that for national security reasons.n Highly respected man,,,,,,,,1,,,,,,,,1.0,Highly respected
115,DT_remarks_516.txt,DT,How must he feel,,,,,,,,1,,,,,,,,1.0,"""How must he feel A big part of the rigging of this election is the fact that Hillary is being allowed to run despite having broken so many laws on so many different occasions.n """"Why is she allowed to"""
116,DT_remarks_516.txt,DT,"A big part of the rigging of this election is the fact that Hillary is being allowed to run despite having broken so many laws on so many different occasions.n ""Why is she allowed to run? The dishonest mainstream media is also part in a major part of this corruption",,,1,,,,,,,,,,,,,2.0,"The dishonest mainstream media, ""corruption Theyre corrupt They lie and fabricate stories to make a candidate that is being allowed to run despite having broken so many laws on so many different occasions.n """"Why is she allowed to run"""
117,DT_remarks_516.txt,DT,Theyre corrupt,,,,,,1,,,,,,,,,,1.0,"""Theyre corrupt They lie and fabricate stories to make a candidate that is not their preferred choice look as bad and even dangerous as possible.n"""""""
118,DT_remarks_516.txt,DT,"They lie and fabricate stories to make a candidate that is not their preferred choice look as bad and even dangerous as possible.n"" At my rallies they never show or talk about the massive crowd size and try to diminish all of our events.n ""On the other hand they dont show the small size of Hillarys crowds but in fact talk about how many people are there",,,,,,1,,,,,,,,,,1.0,they never show
119,DT_remarks_516.txt,DT,"They refused to talk about it.n"" ""Theyre trying desperately to suppress my vote and the voice of the American people as an example of the power structure and fighting",,,,,,1,,,,,,,,,,1.0,"""""""Theyre trying desperately to suppress my vote and the voice of the American people"""
120,DT_remarks_516.txt,DT,"Its not paying and its a very unfair playing field and you see what thats happening and what thats doing to department stores all over the country.n"" ""Very very unfair and youre talking about billions and billions of dollars",,,,,,1,,,,,,,,,,1.0,very unfair playing field
